url_length,domain_length,path_length,dot_count,hyphen_count,digit_count,special_character_count,has_https,has_ip,has_at_symbol,query_parameter_count,has_fragment,subdomain_count,suspicious_keyword_count,is_shortened_url,label
25,17,0,2,0,0,0,1,0,0,0,0,1,0,0,0
24,16,0,3,0,0,0,1,0,0,0,0,2,0,0,0
61,23,30,1,2,1,0,1,0,0,0,0,0,0,0,1
67,21,22,3,1,1,3,1,0,1,1,0,1,1,0,1
28,20,0,2,0,0,0,1,0,0,0,0,1,0,0,0
24,16,0,2,0,0,0,1,0,0,0,0,1,0,0,0
32,24,0,2,1,0,0,1,0,0,0,0,1,0,0,0
25,18,0,2,0,0,0,0,0,0,0,0,1,0,0,1
53,34,11,3,2,0,0,1,0,0,0,0,1,0,0,1
64,45,11,4,0,5,0,1,0,0,0,0,2,0,0,1
24,16,0,2,0,0,0,1,0,0,0,0,1,0,0,0
45,37,1,4,2,0,0,0,0,0,0,0,3,0,0,1
33,25,0,3,0,0,0,1,0,0,0,0,2,0,0,0
35,27,0,3,0,0,0,1,0,0,0,0,2,0,0,0
22,14,0,2,0,0,0,1,0,0,0,0,1,0,0,0
48,22,18,3,1,0,0,1,0,0,0,0,1,0,0,1
27,19,0,3,0,0,0,1,0,0,0,0,2,0,0,0
26,18,0,2,1,0,0,1,0,0,0,0,1,0,0,0
23,16,0,3,0,0,0,0,0,0,0,0,2,0,0,1
31,23,0,2,1,0,0,1,0,0,0,0,1,0,0,0
22,14,0,2,0,0,0,1,0,0,0,0,1,0,1,0
35,19,9,4,0,1,0,0,0,0,0,0,2,0,0,1
24,16,0,2,0,0,0,1,0,0,0,0,1,0,0,0
31,22,1,2,0,2,0,1,0,0,0,0,1,0,0,1
52,44,1,4,2,0,0,0,0,0,0,0,3,0,0,1
19,11,0,2,0,0,0,1,0,0,0,0,1,0,1,0
26,18,0,2,0,0,0,1,0,0,0,0,1,0,1,0
23,15,0,2,0,0,0,1,0,0,0,0,1,0,0,0
27,19,0,3,0,0,0,1,0,0,0,0,2,0,0,0
24,17,0,3,0,0,0,0,0,0,0,0,2,0,0,1
20,12,0,2,0,0,0,1,0,0,0,0,1,0,0,0
22,15,0,2,0,1,0,0,0,0,0,0,1,0,0,1
29,22,0,2,0,0,0,0,0,0,0,0,1,0,0,1
32,24,0,2,0,0,0,1,0,0,0,0,1,0,0,0
62,30,12,3,1,0,2,1,0,0,1,0,1,1,0,1
28,20,0,2,0,0,0,1,0,0,0,0,1,0,0,0
23,15,0,2,0,0,0,1,0,0,0,0,1,0,0,0
24,15,1,2,1,0,0,1,0,0,0,0,1,0,0,1
29,22,0,3,0,0,0,0,0,0,0,0,2,0,0,1
27,20,0,3,0,7,0,0,0,0,0,0,2,0,0,1
28,20,0,2,0,0,0,1,0,0,0,0,1,0,0,0
82,74,1,3,0,6,0,0,0,0,0,0,2,0,0,1
17,10,0,2,0,2,0,0,0,0,0,0,1,0,0,1
27,19,0,2,0,0,0,1,0,0,0,0,1,0,0,0
32,24,0,2,0,0,0,1,0,0,0,0,1,0,0,0
31,23,0,3,0,0,0,1,0,0,0,0,2,0,0,0
28,20,0,2,0,0,0,1,0,0,0,0,1,0,0,0
22,14,0,2,0,0,0,1,0,0,0,0,1,0,0,0
25,18,0,2,0,1,0,0,0,0,0,0,1,0,0,1
19,12,0,2,0,0,0,0,0,0,0,0,1,0,0,1
20,12,0,2,0,0,0,1,0,0,0,0,1,0,0,0
38,29,1,2,2,0,0,1,0,0,0,0,1,1,0,1
28,20,0,2,0,0,0,1,0,0,0,0,1,0,0,0
58,18,32,1,0,5,2,1,0,0,0,0,0,0,0,1
35,27,0,2,0,0,0,1,0,0,0,0,1,0,0,0
27,19,0,2,0,0,0,1,0,0,0,0,1,0,0,0
54,19,27,2,0,0,0,1,0,0,0,0,1,0,0,1
36,29,0,3,0,0,0,0,0,0,0,0,2,0,0,1
27,19,0,3,0,0,0,1,0,0,0,0,2,0,0,0
23,15,0,2,0,0,0,1,0,0,0,0,1,0,0,0
26,18,0,2,0,0,0,1,0,0,0,0,1,0,0,0
24,16,0,2,0,0,0,1,0,0,0,0,1,0,0,0
36,17,12,2,1,0,0,0,0,0,0,0,0,0,0,1
25,17,0,2,0,0,0,1,0,0,0,0,1,0,0,0
34,25,1,2,1,6,0,1,0,0,0,0,1,0,0,1
31,24,0,3,0,0,0,0,0,0,0,0,2,0,0,1
26,18,0,2,0,0,0,1,0,0,0,0,1,0,0,0
19,11,0,1,0,0,0,1,0,0,0,0,0,0,0,1
33,25,1,1,1,0,0,0,0,0,0,0,0,0,0,1
28,20,0,2,0,0,0,1,0,0,0,0,1,0,0,0
20,12,0,2,0,0,0,1,0,0,0,0,1,0,0,0
24,16,0,2,0,0,0,1,0,0,0,0,1,0,0,0
29,21,0,2,0,0,0,1,0,0,0,0,1,0,0,0
30,22,0,2,0,0,0,1,0,0,0,0,1,0,0,0
114,11,96,7,1,24,3,0,0,1,0,0,0,0,0,1
22,14,0,2,0,0,0,1,0,0,0,0,1,0,0,0
20,12,0,2,0,0,0,1,0,0,0,0,1,0,0,0
16,9,0,2,0,0,0,0,0,0,0,0,1,0,0,1
23,15,0,2,0,0,0,1,0,0,0,0,1,0,1,0
28,20,0,2,0,0,0,1,0,0,0,0,1,0,0,0
21,13,0,2,0,0,0,1,0,0,0,0,1,0,0,0
27,20,0,2,0,0,0,0,0,0,0,0,1,0,0,1
30,22,0,2,0,0,0,1,0,0,0,0,1,0,0,0
38,29,1,2,2,6,0,1,0,0,0,0,1,0,0,1
45,36,1,2,2,14,0,1,0,0,0,0,1,0,0,1
21,13,0,2,0,0,0,1,0,0,0,0,1,0,0,0
25,17,0,2,0,0,0,1,0,0,0,0,1,0,0,0
24,16,0,3,0,1,0,1,0,0,0,0,2,0,0,0
28,20,0,2,0,0,0,1,0,0,0,0,1,0,0,0
96,19,69,3,5,18,0,1,0,0,0,0,1,0,0,1
42,34,1,2,1,9,0,0,0,0,0,0,1,0,0,1
24,16,0,2,0,0,0,1,0,0,0,0,1,0,0,0
24,17,0,2,0,0,0,0,0,0,0,0,1,0,0,1
29,21,0,3,0,0,0,1,0,0,0,0,2,0,0,0
30,22,0,2,0,0,0,1,0,0,0,0,1,0,0,0
65,45,12,5,2,5,0,1,0,0,0,0,3,1,0,1
33,25,0,3,0,0,0,1,0,0,0,0,2,0,0,0
32,24,0,3,0,0,0,1,0,0,0,0,2,0,0,0
20,13,0,2,0,0,0,0,0,0,0,0,1,0,0,1
25,17,0,2,0,0,0,1,0,0,0,0,1,0,0,0
34,26,0,2,0,0,0,1,0,0,0,0,1,0,0,0
29,21,0,3,0,0,0,1,0,0,0,0,2,0,0,0
56,47,1,3,4,22,0,1,0,0,0,0,2,0,0,1
28,20,0,2,0,0,0,1,0,0,0,0,1,0,0,0
20,12,0,2,0,0,0,1,0,0,0,0,1,0,0,0
85,40,37,3,6,26,0,1,0,0,0,0,2,0,0,1
38,30,0,2,0,0,0,1,0,0,0,0,1,0,0,0
55,47,0,3,4,21,0,1,0,0,0,0,2,0,0,1
27,19,0,3,0,0,0,1,0,0,0,0,2,0,0,0
31,23,0,3,0,0,0,1,0,0,0,0,2,0,0,0
26,18,0,2,0,0,0,1,0,0,0,0,1,0,0,0
27,19,0,2,0,0,0,1,0,0,0,0,1,0,0,0
20,12,0,2,0,0,0,1,0,0,0,0,1,0,0,0
28,20,0,2,0,0,0,1,0,0,0,0,1,0,0,0
31,22,1,2,0,0,0,1,0,0,0,0,1,0,0,1
27,18,1,2,0,2,0,1,0,0,0,0,1,0,0,1
27,20,0,3,0,7,0,0,0,0,0,0,2,0,0,1
27,20,0,2,0,0,0,0,0,0,0,0,1,0,0,1
35,27,0,4,0,0,0,1,0,0,0,0,3,0,0,0
24,17,0,2,1,0,0,0,0,0,0,0,1,0,0,1
33,25,0,3,0,0,0,1,0,0,0,0,2,0,0,0
33,14,11,3,0,0,0,1,0,0,0,0,1,0,0,1
20,12,0,2,0,0,0,1,0,0,0,0,1,0,0,0
37,30,0,3,0,0,0,0,0,0,0,0,2,0,0,1
31,23,0,2,0,0,0,1,0,0,0,0,1,0,0,0
30,22,0,2,0,0,0,1,0,0,0,0,1,0,0,0
27,19,0,2,0,0,0,1,0,0,0,0,1,0,0,0
23,8,7,1,0,2,0,1,0,0,0,0,0,0,0,1
32,24,0,2,0,0,0,1,0,0,0,0,1,0,0,0
31,22,1,2,1,6,0,1,0,0,0,0,1,0,0,1
21,13,0,2,0,0,0,1,0,0,0,0,1,0,0,0
27,18,1,2,1,1,0,1,0,0,0,0,1,0,0,1
23,16,0,2,0,0,0,0,0,0,0,0,1,0,0,1
25,18,0,2,0,0,0,0,0,0,0,0,1,0,0,1
28,20,0,2,0,0,0,1,0,0,0,0,1,0,1,0
28,20,0,2,0,0,0,1,0,0,0,0,1,0,0,0
28,20,0,2,0,0,0,1,0,0,0,0,1,0,0,0
28,20,0,2,0,0,0,1,0,0,0,0,1,0,0,0
29,22,0,2,0,0,0,0,0,0,0,0,1,0,0,1
34,25,1,2,0,1,0,1,0,0,0,0,1,0,0,1
35,26,1,2,0,2,0,1,0,0,0,0,1,0,0,1
29,22,0,3,1,1,0,0,0,0,0,0,2,0,0,1
25,17,0,3,0,0,0,1,0,0,0,0,2,0,0,0
39,31,0,2,0,0,0,1,0,0,0,0,1,0,0,0
24,16,0,2,0,0,0,1,0,0,0,0,1,0,0,0
26,18,0,2,0,0,0,1,0,0,0,0,1,0,0,0
49,40,1,2,3,4,0,1,0,0,0,0,1,0,0,1
30,22,0,2,0,0,0,1,0,0,0,0,1,0,0,0
24,17,0,1,0,0,0,0,0,0,0,0,0,0,0,1
31,23,0,2,1,0,0,1,0,0,0,0,1,0,0,0
24,16,0,2,0,1,0,1,0,0,0,0,1,0,0,0
24,16,0,2,0,0,0,1,0,0,0,0,1,0,0,0
20,12,0,2,0,0,0,1,0,0,0,0,1,0,0,0
24,16,0,2,0,0,0,1,0,0,0,0,1,0,0,0
27,19,0,2,0,0,0,1,0,0,0,0,1,0,0,0
41,25,8,2,1,2,0,1,0,0,0,0,1,0,0,1
24,16,0,2,0,0,0,1,0,0,0,0,1,0,0,0
41,34,0,2,4,0,0,0,0,0,0,0,1,0,0,1
54,26,20,4,2,0,1,1,0,0,0,0,2,0,0,1
40,31,1,2,1,0,0,1,0,0,0,0,1,1,0,1
39,31,0,2,0,0,0,1,0,0,0,0,1,0,0,0
58,31,20,6,0,0,0,0,0,0,0,0,4,0,0,1
34,26,0,2,0,0,0,1,0,0,0,0,1,0,0,0
33,26,0,3,0,0,0,0,0,0,0,0,2,0,0,1
23,15,0,2,0,0,0,1,0,0,0,0,1,0,0,0
56,47,1,3,4,20,0,1,0,0,0,0,2,0,0,1
31,23,0,2,0,3,0,1,0,0,0,0,1,0,0,0
27,19,0,2,0,0,0,1,0,0,0,0,1,0,0,0
64,25,12,2,0,16,4,0,0,0,2,0,1,0,0,1
28,20,0,2,0,0,0,1,0,0,0,0,1,0,0,0
29,21,0,4,0,0,0,1,0,0,0,0,3,0,0,0
25,17,0,2,0,0,0,1,0,0,0,0,1,0,0,0
27,19,0,2,0,0,0,1,0,0,0,0,1,0,0,0
27,18,1,2,0,2,0,1,0,0,0,0,1,0,0,1
39,31,0,2,1,0,0,1,0,0,0,0,1,0,0,0
25,17,0,2,0,0,0,1,0,0,0,0,1,0,0,0
32,24,0,2,0,0,0,1,0,0,0,0,1,0,0,0
25,17,0,2,0,0,0,1,0,0,0,0,1,0,1,0
31,23,0,2,0,0,0,1,0,0,0,0,1,0,0,0
22,14,0,2,0,0,0,1,0,0,0,0,1,0,0,0
29,21,0,2,1,0,0,1,0,0,0,0,1,0,0,0
22,15,0,2,0,0,0,0,0,0,0,0,1,0,0,1
39,30,1,2,1,1,0,1,0,0,0,0,1,0,0,1
29,21,0,2,0,0,0,1,0,0,0,0,1,0,0,0
23,16,0,2,0,0,0,0,0,0,0,0,1,0,0,1
24,16,0,2,1,0,0,1,0,0,0,0,1,0,0,0
27,19,0,2,0,0,0,1,0,0,0,0,1,0,0,0
82,74,1,3,0,12,0,0,0,0,0,0,2,0,0,1
58,51,0,5,4,6,0,0,0,0,0,0,4,0,1,1
27,20,0,2,1,0,0,0,0,0,0,0,1,0,0,1
26,18,1,1,1,0,0,0,0,0,0,0,0,0,1,1
36,27,1,2,0,6,0,1,0,0,0,0,1,0,0,1
43,35,0,2,0,0,0,1,0,0,0,0,1,0,0,0
37,29,1,2,0,0,0,0,0,0,0,0,1,0,0,1
23,15,0,2,0,0,0,1,0,0,0,0,1,0,1,0
33,20,1,2,0,1,2,1,0,0,1,0,1,0,1,1
45,29,9,3,0,7,0,0,0,0,0,0,2,0,0,1
23,16,0,2,1,0,0,0,0,0,0,0,1,0,0,1
22,14,0,2,0,0,0,1,0,0,0,0,1,0,0,0
30,22,1,2,0,0,0,0,0,0,0,0,1,0,0,1
31,15,8,2,0,0,0,1,0,0,0,0,1,0,0,1
25,17,0,2,0,0,0,1,0,0,0,0,1,0,0,0
46,39,0,3,0,5,0,0,0,0,0,0,2,0,0,1
23,15,0,2,0,0,0,1,0,0,0,0,1,0,0,0
23,15,0,3,0,0,0,1,0,0,0,0,2,0,0,0
29,21,0,2,0,0,0,1,0,0,0,0,1,0,0,0
26,18,0,2,0,0,0,1,0,0,0,0,1,0,0,0
27,19,0,2,0,0,0,1,0,0,0,0,1,0,0,0
30,23,0,2,0,0,0,0,0,0,0,0,1,0,0,1
26,18,0,2,0,0,0,1,0,0,0,0,1,0,0,0
21,14,0,2,0,0,0,0,0,0,0,0,1,0,0,1
36,28,0,2,1,0,0,1,0,0,0,0,1,0,0,0
22,14,0,3,0,0,0,1,0,0,0,0,2,0,0,0
32,25,0,2,1,0,0,0,0,0,0,0,1,0,0,1
26,17,1,1,1,0,0,1,0,0,0,0,0,0,0,1
47,40,0,4,3,2,0,0,0,0,0,0,3,0,0,1
26,18,0,2,0,0,0,1,0,0,0,0,1,0,0,0
31,23,0,2,1,0,0,1,0,0,0,0,1,0,0,0
28,20,0,2,0,0,0,1,0,0,0,0,1,0,0,0
34,25,1,1,1,2,0,1,0,0,0,0,0,0,0,1
28,20,0,2,0,0,0,1,0,0,0,0,1,0,0,0
28,20,0,2,0,0,0,1,0,0,0,0,1,0,0,0
27,19,0,2,0,0,0,1,0,0,0,0,1,0,0,0
21,14,0,3,0,0,0,0,0,0,0,0,2,0,0,1
29,21,0,2,0,0,0,1,0,0,0,0,1,0,0,0
27,20,0,3,0,7,0,0,0,0,0,0,2,0,0,1
28,21,0,2,0,0,0,0,0,0,0,0,1,0,0,1
21,13,0,2,0,0,0,1,0,0,0,0,1,0,0,0
18,11,0,2,0,0,0,0,0,0,0,0,1,0,0,1
27,19,0,2,0,0,0,1,0,0,0,0,1,0,0,0
28,20,0,2,1,0,0,1,0,0,0,0,1,0,0,0
28,20,0,2,0,0,0,1,0,0,0,0,1,0,0,0
34,26,0,2,1,0,0,1,0,0,0,0,1,0,0,0
22,14,0,2,0,0,0,1,0,0,0,0,1,0,0,0
21,13,0,2,0,0,0,1,0,0,0,0,1,0,0,0
26,18,0,2,0,0,0,1,0,0,0,0,1,0,0,0
36,17,12,2,1,5,0,0,0,0,0,0,1,0,0,1
29,21,0,2,1,0,0,1,0,0,0,0,1,0,0,0
27,19,0,2,0,0,0,1,0,0,0,0,1,0,0,0
24,16,0,2,0,0,0,1,0,0,0,0,1,0,0,0
26,18,0,2,0,0,0,1,0,0,0,0,1,0,0,0
20,12,0,2,0,0,0,1,0,0,0,0,1,0,0,0
24,16,0,3,0,0,0,1,0,0,0,0,2,0,0,0
25,18,0,2,0,0,0,0,0,0,0,0,1,0,0,1
30,22,0,2,0,0,0,1,0,0,0,0,1,0,0,0
28,19,1,2,0,2,0,1,0,0,0,0,1,0,0,1
27,19,0,2,0,0,0,1,0,0,0,0,1,0,0,0
20,12,0,2,0,0,0,1,0,0,0,0,1,0,0,0
34,26,0,2,0,0,0,1,0,0,0,0,1,0,0,0
22,14,0,2,1,0,0,1,0,0,0,0,1,0,0,0
41,4,29,1,3,0,0,1,0,0,0,0,0,0,0,1
18,10,0,2,0,0,0,1,0,0,0,0,1,0,0,0
28,20,0,2,0,0,0,1,0,0,0,0,1,0,0,0
24,17,0,2,0,0,0,0,0,0,0,0,1,0,0,1
21,13,0,2,0,0,0,1,0,0,0,0,1,0,0,0
28,20,0,2,0,0,0,1,0,0,0,0,1,0,0,0
67,7,52,1,0,6,0,1,0,0,0,0,0,0,0,1
35,27,0,2,0,0,0,1,0,0,0,0,1,0,0,0
53,13,32,3,1,0,0,1,0,0,0,0,1,0,0,1
22,14,0,2,0,0,0,1,0,0,0,0,1,0,0,0
40,29,4,3,0,9,0,0,0,0,0,0,2,0,0,1
25,17,0,2,0,0,0,1,0,0,0,0,1,0,0,0
25,17,0,3,0,0,0,1,0,0,0,0,2,0,0,0
25,17,0,2,0,0,0,1,0,0,0,0,1,0,0,0
37,28,1,2,3,0,0,1,0,0,0,0,1,1,0,1
21,14,0,2,0,0,0,0,0,0,0,0,1,0,0,1
33,25,1,3,0,0,0,0,0,0,0,0,2,0,1,1
25,17,0,2,0,0,0,1,0,0,0,0,1,0,0,0
28,20,0,2,0,0,0,1,0,0,0,0,1,0,0,0
43,26,9,4,1,4,0,1,0,0,0,0,2,0,0,1
27,19,0,2,0,0,0,1,0,0,0,0,1,0,0,0
20,13,0,2,0,0,0,0,0,0,0,0,1,0,0,1
25,17,0,2,0,0,0,1,0,0,0,0,1,0,0,0
28,20,0,2,0,0,0,1,0,0,0,0,1,0,0,0
21,13,0,2,0,0,0,1,0,0,0,0,1,0,0,0
24,16,0,2,0,0,0,1,0,0,0,0,1,0,0,0
25,17,0,2,0,0,0,1,0,0,0,0,1,0,0,0
26,17,1,2,0,0,0,1,0,0,0,0,1,0,0,1
26,18,0,3,0,0,0,1,0,0,0,0,2,0,0,0
32,23,1,1,1,0,0,1,0,0,0,0,0,0,0,1
33,25,0,3,0,0,0,1,0,0,0,0,2,0,0,0
28,21,0,3,0,0,0,0,0,0,0,0,2,0,0,1
30,22,0,2,0,0,0,1,0,0,0,0,1,0,0,0
22,14,0,2,0,0,0,1,0,0,0,0,1,0,0,0
30,22,0,2,0,0,0,1,0,0,0,0,1,0,0,0
28,20,0,2,1,0,0,1,0,0,0,0,1,0,0,0
23,16,0,2,0,0,0,0,0,0,0,0,1,0,0,1
26,18,0,2,1,0,0,1,0,0,0,0,1,0,0,0
34,26,0,2,0,0,0,1,0,0,0,0,1,0,0,0
23,15,0,2,0,0,0,1,0,0,0,0,1,0,0,0
23,16,0,2,0,0,0,0,0,0,0,0,1,0,0,1
42,34,0,2,0,0,0,1,0,0,0,0,1,0,0,0
31,23,0,2,0,0,0,1,0,0,0,0,1,0,0,0
20,12,0,2,0,0,0,1,0,0,0,0,1,0,0,0
29,22,0,2,0,0,0,0,0,0,0,0,1,0,0,1
35,27,0,3,0,0,0,1,0,0,0,0,2,0,0,0
31,23,0,2,0,0,0,1,0,0,0,0,1,0,0,0
50,31,12,6,0,0,0,0,0,0,0,0,4,0,0,1
36,28,0,3,0,0,0,1,0,0,0,0,2,0,0,0
23,14,1,2,0,1,0,1,0,0,0,0,1,0,0,1
28,20,0,3,0,0,0,1,0,0,0,0,2,0,0,0
28,20,1,1,0,0,0,0,0,0,0,0,0,0,0,1
33,25,0,2,0,0,0,1,0,0,0,0,1,0,0,0
25,17,0,3,0,0,0,1,0,0,0,0,2,0,0,0
18,10,0,2,0,0,0,1,0,0,0,0,1,0,0,0
30,23,0,2,0,0,0,0,0,0,0,0,1,0,0,1
40,32,0,2,0,0,0,1,0,0,0,0,1,0,0,0
25,17,0,2,0,0,0,1,0,0,0,0,1,0,0,0
20,12,0,2,0,0,0,1,0,0,0,0,1,0,0,0
25,17,0,2,0,0,0,1,0,0,0,0,1,0,0,0
25,17,0,2,0,0,0,1,0,0,0,0,1,0,0,0
59,38,14,3,0,0,0,0,0,0,0,0,1,0,0,1
30,23,0,2,0,0,0,0,0,0,0,0,1,0,0,1
24,16,0,2,0,0,0,1,0,0,0,0,1,0,0,0
25,17,0,2,0,0,0,1,0,0,0,0,1,0,0,0
39,32,0,5,0,5,0,0,0,0,0,0,4,0,0,1
29,22,0,2,0,0,0,0,0,0,0,0,1,0,0,1
49,40,1,5,0,3,0,1,0,0,0,0,4,0,0,1
22,14,0,2,0,0,0,1,0,0,0,0,1,0,0,0
54,45,1,2,5,8,0,1,0,0,0,0,1,0,0,1
28,20,0,2,0,0,0,1,0,0,0,0,1,0,0,0
38,31,0,3,0,0,0,0,0,0,0,0,2,0,0,1
64,28,29,3,1,0,0,0,0,0,0,0,1,0,0,1
30,22,0,2,0,0,0,1,0,0,0,0,1,0,0,0
24,16,1,1,0,0,0,0,0,0,0,0,0,0,0,1
31,23,0,3,0,1,0,1,0,0,0,0,2,0,1,0
26,18,0,2,0,0,0,1,0,0,0,0,1,0,0,0
34,25,1,2,1,6,0,1,0,0,0,0,1,0,0,1
23,16,0,2,1,0,0,0,0,0,0,0,1,0,0,1
27,19,0,2,0,0,0,1,0,0,0,0,1,0,0,0
29,21,0,3,0,0,0,1,0,0,0,0,2,0,0,0
53,46,0,6,1,0,0,0,0,0,0,0,5,1,0,1
69,41,20,3,2,7,0,1,0,0,0,0,1,0,0,1
25,16,1,2,2,0,0,1,0,0,0,0,1,0,0,1
19,12,0,2,0,0,0,0,0,0,0,0,1,0,0,1
32,24,0,3,0,0,0,1,0,0,0,0,2,0,0,0
30,23,0,3,0,0,0,0,0,0,0,0,2,0,0,1
21,13,0,2,0,0,0,1,0,0,0,0,1,0,0,0
29,21,0,4,0,0,0,1,0,0,0,0,3,0,0,0
26,18,0,2,0,0,0,1,0,0,0,0,1,0,0,0
30,23,0,2,0,0,0,0,0,0,0,0,1,0,0,1
29,22,0,2,0,0,0,0,0,0,0,0,1,0,0,1
21,13,0,2,0,0,0,1,0,0,0,0,1,0,0,0
22,14,0,3,0,0,0,1,0,0,0,0,2,0,0,0
39,31,0,3,0,0,0,1,0,0,0,0,2,0,0,0
31,23,0,2,0,0,0,1,0,0,0,0,1,0,0,0
50,23,19,3,1,2,0,1,0,0,0,0,1,0,0,1
27,20,0,3,0,0,0,0,0,0,0,0,2,0,1,1
22,14,0,2,0,0,0,1,0,0,0,0,1,0,0,0
22,14,0,2,0,0,0,1,0,0,0,0,1,0,0,0
22,14,0,2,0,0,0,1,0,0,0,0,1,0,0,0
26,18,0,2,0,0,0,1,0,0,0,0,1,0,0,0
27,19,0,2,0,1,0,1,0,0,0,0,1,0,0,0
55,34,13,1,2,0,0,1,0,0,0,0,0,0,0,1
44,35,1,2,1,1,0,1,0,0,0,0,1,0,0,1
92,76,8,4,1,7,0,1,0,0,0,0,2,0,0,1
28,20,0,2,0,0,0,1,0,0,0,0,1,0,0,0
27,20,0,3,0,7,0,0,0,0,0,0,2,0,0,1
35,27,0,2,0,0,0,1,0,0,0,0,1,0,0,0
24,16,0,2,0,0,0,1,0,0,0,0,1,0,0,0
28,20,0,3,1,0,0,1,0,0,0,0,2,0,1,0
26,9,9,2,0,2,0,1,0,0,0,0,1,0,0,1
28,20,0,2,0,0,0,1,0,0,0,0,1,0,0,0
28,20,0,2,0,0,0,1,0,0,0,0,1,0,1,0
31,23,0,2,1,0,0,1,0,0,0,0,1,0,0,0
25,17,0,2,0,0,0,1,0,0,0,0,1,0,0,0
49,38,1,2,3,0,0,1,0,0,0,1,1,1,0,1
21,13,0,2,0,0,0,1,0,0,0,0,1,0,0,0
30,22,0,2,0,0,0,1,0,0,0,0,1,0,0,0
31,23,0,2,1,0,0,1,0,0,0,0,1,0,0,0
40,31,1,2,2,6,0,1,0,0,0,0,1,0,0,1
24,16,0,2,0,0,0,1,0,0,0,0,1,0,0,0
29,21,0,2,0,0,0,1,0,0,0,0,1,0,0,0
121,36,77,2,2,11,0,1,0,0,0,0,1,1,0,1
33,25,0,4,0,0,0,1,0,0,0,0,3,0,0,0
27,19,0,2,0,0,0,1,0,0,0,0,1,0,0,0
31,23,0,2,0,0,0,1,0,0,0,0,1,0,0,0
44,35,1,2,0,0,0,1,0,0,0,0,1,0,0,1
31,23,0,2,0,0,0,1,0,0,0,0,1,0,0,0
34,26,0,2,2,0,0,1,0,0,0,0,1,0,0,0
26,18,0,2,0,0,0,1,0,0,0,0,1,0,0,0
34,27,0,2,0,0,0,0,0,0,0,0,1,0,1,1
23,15,0,3,0,0,0,1,0,0,0,0,2,0,0,0
25,17,0,2,0,0,0,1,0,0,0,0,1,0,0,0
25,17,0,2,0,0,0,1,0,0,0,0,1,0,0,0
57,48,1,3,0,0,0,1,0,0,0,0,2,1,0,1
26,18,0,2,0,0,0,1,0,0,0,0,1,0,0,0
24,16,0,2,0,0,0,1,0,0,0,0,1,0,0,0
23,15,0,2,0,0,0,1,0,0,0,0,1,0,0,0
42,33,1,2,0,11,0,1,0,0,0,0,1,0,0,1
32,24,0,2,0,0,0,1,0,0,0,0,1,0,0,0
24,17,0,2,1,0,0,0,0,0,0,0,1,0,0,1
18,10,0,2,0,0,0,1,0,0,0,0,1,0,0,0
29,21,0,2,0,0,0,1,0,0,0,0,1,0,0,0
29,21,0,3,0,0,0,1,0,0,0,0,2,0,0,0
28,21,0,3,0,0,0,0,0,0,0,0,2,0,0,1
22,15,0,2,0,0,0,0,0,0,0,0,1,0,0,1
92,16,68,3,0,39,4,1,0,0,0,0,1,0,0,1
35,27,0,3,0,0,0,1,0,0,0,0,2,0,0,0
45,37,0,2,0,4,0,1,0,0,0,0,1,0,0,1
27,19,0,3,0,0,0,1,0,0,0,0,2,0,0,0
49,40,1,5,0,3,0,1,0,0,0,0,4,0,0,1
46,37,1,2,0,15,0,1,0,0,0,0,1,0,0,1
30,22,0,2,0,0,0,1,0,0,0,0,1,0,0,0
30,22,0,2,0,0,0,1,0,0,0,0,1,0,0,0
99,15,76,2,1,6,1,1,0,0,0,0,1,0,0,1
32,24,0,2,0,0,0,1,0,0,0,0,1,0,1,0
26,18,0,2,0,0,0,1,0,0,0,0,1,0,0,0
21,13,0,2,0,0,0,1,0,0,0,0,1,0,0,0
65,30,27,4,0,2,1,1,0,0,0,0,2,1,0,1
29,21,0,2,0,0,0,1,0,0,0,0,1,0,0,0
31,16,7,3,0,0,0,1,0,0,0,0,1,0,0,1
43,24,11,2,0,0,0,1,0,0,0,0,0,0,0,1
31,23,0,2,0,0,0,1,0,0,0,0,1,0,0,0
33,26,0,2,1,2,0,0,0,0,0,0,1,0,1,1
34,27,0,2,0,0,0,0,0,0,0,0,1,0,0,1
25,17,0,2,0,0,0,1,0,0,0,0,1,0,0,0
37,29,0,2,1,0,0,1,0,0,0,0,1,0,0,1
25,16,1,2,1,3,0,1,0,0,0,0,1,0,0,1
22,15,0,2,0,7,0,0,0,0,0,0,1,0,0,1
29,21,0,3,0,0,0,1,0,0,0,0,2,0,0,0
33,25,0,2,0,0,0,1,0,0,0,0,1,0,0,0
40,32,0,3,0,0,0,1,0,0,0,0,2,0,0,0
25,17,0,2,0,0,0,1,0,0,0,0,1,0,0,0
94,30,45,3,2,20,2,0,0,0,0,0,1,0,0,1
41,32,1,2,0,1,0,1,0,0,0,0,1,0,0,1
22,14,0,2,0,0,0,1,0,0,0,0,1,0,0,0
28,21,0,2,0,0,0,0,0,0,0,0,1,0,0,1
36,28,0,3,0,0,0,1,0,0,0,0,2,0,0,0
36,19,9,2,0,3,0,1,0,0,0,0,1,0,0,1
37,28,1,2,0,3,0,1,0,0,0,0,1,0,0,1
72,25,40,3,0,6,0,0,0,0,0,0,2,0,0,1
24,16,0,2,0,0,0,1,0,0,0,0,1,0,0,0
41,33,1,3,0,4,0,0,0,0,0,0,2,0,0,1
